time,open,high,low,close,Volume,Volume MA,NV,USDCNH_close,USDJPY_close,USDGBP_close,USDCAD_close,USDCHF_close,USDNZD_close,EURUSD_close,EURCNH_close,EURJPY_close,EURGBP_close,EURCAD_close,EURCHF_close,EURNZD_close,AUDUSD_close,AUDCNH_close,AUDJPY_close,AUDGBP_close,AUDEUR_close,AUDCAD_close,AUDCHF_close,AUDNZD_close,SPX500_close,EURO50_close,AUS200_close,XAUUSD_close,WTIOIL_close
1698348600,0.6321,0.63211,0.63203,0.63207,138,120.6,-138,7.32439,150.406,0.824606250515379,1.38242,0.89951,1.7187150885997629,1.05537,7.72821,158.734,0.87027,1.45892,0.94931,1.81376,0.63207,4.62894,95.067,0.5212242515219748,0.5989207448178383,0.87375,0.56855,1.08627,4151.91,4043.47,6805.14,1982.68,83.246
1698348660,0.63207,0.63209,0.63202,0.63208,66,117.6,66,7.32455,150.393,0.8246198502490352,1.38223,0.89967,1.7185969374602574,1.05534,7.72814,158.717,0.87026,1.45865,0.94947,1.81364,0.63208,4.62922,95.059,0.5212514204101206,0.5989566175721892,0.87365,0.56864,1.08626,4154.05,4044.48,6806.14,1982.9,83.235
1698348720,0.63208,0.6321,0.63199,0.63202,80,115.8,-80,7.32464,150.395,0.8246878556466377,1.38228,0.89968,1.718567402213515,1.05529,7.72781,158.712,0.87027,1.45863,0.94943,1.81347,0.63202,4.62885,95.053,0.521254137454716,0.5989458552946814,0.87362,0.5686,1.08611,4152.68,4044.49,6805.13,1982.87,83.239
1698348780,0.63202,0.63207,0.63199,0.63202,75,111.65,0,7.32464,150.404,0.8247490700954234,1.38226,0.89971,1.7186560109993985,1.05523,7.7274,158.715,0.87029,1.45853,0.94944,1.8135,0.63202,4.62881,95.059,0.521289461612244,0.5989745555608799,0.87359,0.56862,1.08618,4153.17,4044.47,6805.64,1982.32,83.275
1698348840,0.63202,0.63202,0.63192,0.63195,73,109.95,-73,7.3248,150.404,0.8248102936324646,1.38238,0.89973,1.7188923457723841,1.05517,7.72725,158.702,0.87031,1.45856,0.94939,1.81362,0.63195,4.62846,95.047,0.5212650059163578,0.5989243318999078,0.87356,0.56858,1.08619,4151.16,4043.47,6804.13,1982.52,83.275
1698348900,0.63195,0.63195,0.63179,0.63181,131,108.85,-131,7.32516,150.404,0.8248919391559706,1.38256,0.8998,1.719158300096273,1.05513,7.72721,158.694,0.87037,1.45869,0.9494,1.81382,0.63181,4.6277,95.027,0.5211998019440752,0.5988274957632955,0.8735,0.56849,1.08615,4147.91,4041.49,6801.63,1982.45,83.261
1698348960,0.63181,0.63184,0.63177,0.63177,95,105.6,-95,7.32514,150.401,0.8249191579225236,1.38262,0.89979,1.7191878556569875,1.05508,7.72693,158.688,0.87037,1.45873,0.94938,1.81372,0.63177,4.62745,95.019,0.5211889362012623,0.5988095665816358,0.87349,0.56845,1.08604,4146.18,4040.48,6800.14,1982.3,83.244
1698349020,0.63177,0.63177,0.6317,0.63171,75,103.8,-75,7.32515,150.402,0.8249667950864978,1.38273,0.89989,1.719306088062858,1.05498,7.72617,158.673,0.87033,1.45868,0.94939,1.81364,0.63171,4.62687,95.009,0.5211590577444236,0.5988131523320779,0.87344,0.56845,1.08598,4146.17,4039.47,6799.12,1982.52,83.28
1698349080,0.63171,0.63174,0.63168,0.63173,177,107.3,177,7.32517,150.393,0.8250144377526607,1.38279,0.89987,1.7192765284368339,1.05495,7.7258,158.655,0.87035,1.45869,0.94934,1.81359,0.63173,4.62697,95.006,0.5212079515485089,0.5988597709960236,0.8735,0.56846,1.08603,4144.43,4038.47,6796.14,1982.47,83.291
1698349140,0.63173,0.63174,0.63159,0.63168,167,109.85,-167,7.32512,150.383,0.8250212442970407,1.38279,0.89991,1.71939477303989,1.05498,7.7262,158.653,0.87038,1.45875,0.94938,1.81381,0.63168,4.62655,94.992,0.5211835034997473,0.598773711438973,0.87343,0.56844,1.08601,4143.43,4037.51,6796.13,1982.38,83.294
1698349200,0.63168,0.63168,0.63147,0.63154,179,114.3,-179,7.32501,150.381,0.8250825082508251,1.38303,0.9,1.7196904557179706,1.05494,7.7258,158.643,0.87041,1.45895,0.94942,1.81405,0.63154,4.62547,94.97,0.5210965956759405,0.5986697558026066,0.87339,0.5683499999999999,1.08596,4140.68,4036.48,6793.12,1982.69,83.296
1698349260,0.63154,0.63155,0.63145,0.63153,74,111.85,-74,7.32477,150.368,0.8250212442970407,1.38302,0.89989,1.7196608828738973,1.05499,7.72586,158.638,0.87039,1.45899,0.94938,1.81415,0.63153,4.62542,94.963,0.5210694429246586,0.5986446684705826,0.87338,0.5682999999999999,1.08592,4138.92,4036.48,6794.14,1983.07,83.291
1698349320,0.63153,0.63159,0.63152,0.63155,99,113.6,99,7.32479,150.37,0.8250144377526607,1.38299,0.89998,1.7196313110469115,1.055,7.7259,158.639,0.87039,1.459,0.94947,1.81419,0.63155,4.62549,94.966,0.5210721580724499,0.5986554199268443,0.8734,0.5683699999999999,1.0859699999999999,4140.41,4036.49,6795.62,1983.2,83.294
1698349380,0.63155,0.63155,0.63147,0.63153,125,115,-125,7.32448,150.369,0.8250076313205897,1.38294,0.9,1.7196313110469115,1.05504,7.72588,158.643,0.8704,1.45896,0.9495,1.81422,0.63153,4.62513,94.965,0.5210341485780978,0.5986195832410461,0.8733000000000001,0.56836,1.08595,4139.92,4036.48,6795.62,1983.15,83.28
1698349440,0.63153,0.63156,0.63148,0.63149,101,113.85,-101,7.3246,150.368,0.8250348577227388,1.3832,0.89999,1.719897494109351,1.05495,7.72539,158.632,0.87037,1.45915,0.94945,1.81437,0.63149,4.62479,94.955,0.5210097168312189,0.5986016665070395,0.87344,0.56831,1.08611,4137.67,4036.49,6795.13,1983.11,83.226
1698349500,0.63148,0.63151,0.63139,0.63142,157,115.95,-157,7.32461,150.369,0.8250825082508251,1.38321,0.89996,1.7199270750920164,1.05499,7.7256,158.638,0.87045,1.45919,0.94946,1.8145,0.63142,4.62437,94.945,0.5209961446285297,0.5985264279344255,0.87337,0.56824,1.08604,4136.17,4034.48,6793.64,1983.05,83.251
1698349560,0.63142,0.63152,0.63141,0.63151,115,113.5,115,7.3246,150.371,0.8250008250008249,1.38304,0.89992,1.719897494109351,1.05502,7.72583,158.643,0.8704,1.45905,0.94942,1.81446,0.63151,4.62498,94.959,0.5210151459102916,0.5985980832889374,0.87337,0.5683,1.08614,4138.17,4036.48,6796.62,1983.14,83.269
1698349620,0.63151,0.63153,0.63148,0.63153,68,112.25,68,7.32461,150.368,0.8250144377526607,1.38308,0.89991,1.719808757266192,1.05504,7.72591,158.646,0.87041,1.45912,0.94942,1.81442,0.63153,4.62521,94.964,0.5210314338264027,0.5986016665070395,0.87341,0.56829,1.08613,4135.92,4035.49,6796.14,1984.02,83.284
1698349680,0.63153,0.63167,0.63149,0.63167,141,110.9,141,7.32459,150.357,0.8248239000973292,1.38297,0.89974,1.7195130339087972,1.0553,7.7279,158.672,0.87043,1.45936,0.9495,1.81455,0.63167,4.62607,94.974,0.5210504376823677,0.5985980832889374,0.87354,0.56834,1.08611,4138.67,4036.47,6798.14,1983.73,83.304
1698349740,0.63167,0.63173,0.6316,0.63162,186,116.1,-186,7.32459,150.349,0.8247558722618105,1.38293,0.89968,1.7196017402369612,1.05541,7.72873,158.681,0.87045,1.4595,0.94951,1.81482,0.63162,4.62577,94.963,0.5209907159454419,0.5984941886214284,0.87344,0.56822,1.08608,4138.66,4036.49,6799.13,1983.9,83.285
1698349800,0.63162,0.63173,0.6316,0.63173,136,116,136,7.32515,150.344,0.8246266502840839,1.38273,0.8996,1.719158300096273,1.05556,7.73048,158.699,0.87043,1.4595,0.94959,1.81467,0.63173,4.62709,94.978,0.5209934302728443,0.5985085167761938,0.8735,0.56829,1.08606,4141.41,4038.47,6802.62,1983.84,83.336
1698349860,0.63173,0.63178,0.63173,0.63175,121,118.75,121,7.3251,150.372,0.8246878556466377,1.38274,0.89959,1.719158300096273,1.05555,7.73032,158.728,0.8705,1.45951,0.94958,1.81464,0.63175,4.62719,94.999,0.5210694429246586,0.5985300102947162,0.87355,0.5683,1.08604,4141.04,4037.47,6802.14,1983.8,83.34
1698349920,0.63175,0.63189,0.63175,0.63188,92,119.35,92,7.3248,150.372,0.824551856066228,1.38263,0.89947,1.7188628003712745,1.05572,7.73119,158.751,0.87048,1.45961,0.94958,1.81462,0.63188,4.62798,95.018,0.521064012713962,0.5985658362563299,0.87366,0.56835,1.086,4143.92,4040.48,6803.13,1983.94,83.346
1698349980,0.63188,0.63191,0.63181,0.63182,103,120.75,-103,7.32494,150.371,0.8246130503261344,1.38273,0.89945,1.7190400880148524,1.05572,7.73124,158.75,0.87055,1.45973,0.94959,1.81484,0.63182,4.62743,95.006,0.5210612976510557,0.5985085167761938,0.87363,0.56828,1.08604,4141.92,4039.49,6803.12,1984.25,83.371
1698350040,0.63182,0.63183,0.63172,0.63175,119,123.05,-119,7.3249,150.371,0.8246402506906362,1.38284,0.89945,1.719158300096273,1.05579,7.73161,158.761,0.87061,1.45994,0.94961,1.81504,0.63175,4.62693,94.996,0.5209907159454419,0.5984010723347216,0.87357,0.56821,1.08604,4138.17,4037.47,6800.63,1984.51,83.369
1698350100,0.63175,0.63179,0.63168,0.63178,189,125.95,189,7.32481,150.381,0.8248034905683721,1.38274,0.89951,1.7192469698272157,1.05561,7.73044,158.743,0.87066,1.45959,0.94952,1.81486,0.63178,4.62719,95.007,0.521123751257211,0.5985264279344255,0.87355,0.56827,1.08615,4140.18,4037.48,6802.64,1984.53,83.44
1698350160,0.63178,0.63184,0.63173,0.63184,108,126.6,108,7.32477,150.379,0.8248511143738555,1.38276,0.89945,1.7191287455517543,1.05562,7.73046,158.745,0.87072,1.4596,0.94947,1.81474,0.63184,4.62766,95.017,0.5212188180842081,0.5985837508454995,0.87366,0.5683,1.08616,4138.68,4038.47,6801.62,1984.47,83.434
1698350220,0.63184,0.63187,0.63178,0.6318,136,129.65,-136,7.32494,150.394,0.824857918223586,1.38287,0.89942,1.7190991920233798,1.05574,7.73136,158.778,0.8708,1.45987,0.94952,1.81475,0.6318,4.62732,95.018,0.5211835034997473,0.5984691160012687,0.87366,0.56822,1.08601,4139.67,4038.47,6802.62,1984.54,83.441
1698350280,0.6318,0.63186,0.6318,0.63182,113,126.45,113,7.32449,150.384,0.8248783304462592,1.3829,0.89936,1.7189514396218306,1.0557,7.73065,158.763,0.87081,1.45987,0.94945,1.81457,0.63182,4.62721,95.017,0.5212296850730243,0.5985228456170172,0.87372,0.56822,1.086,4139.42,4037.47,6800.12,1984.56,83.43
1698350340,0.63182,0.63184,0.6317,0.63174,145,125.35,-145,7.3245,150.397,0.8249804067153405,1.38303,0.89943,1.7190400880148524,1.05565,7.73033,158.767,0.87087,1.45993,0.94949,1.81462,0.63174,4.62658,95.013,0.5212079515485089,0.5984655343698756,0.87366,0.56818,1.08594,4137.42,4035.01,6798.93,1984.3,83.465
1698350400,0.63174,0.63174,0.63166,0.63167,200,126.4,-200,7.32451,150.435,0.8250961236984108,1.38322,0.89937,1.7192174122339512,1.05555,7.72975,158.79,0.8709,1.46,0.94935,1.81461,0.63167,4.62616,95.025,0.5212351187373601,0.5984691160012687,0.87372,0.56809,1.08591,4137.62,4035.01,6798.93,1984.33,83.464
1698350460,0.63167,0.63182,0.6316,0.63169,573,151.35,573,7.32449,150.437,0.8251710166932097,1.38327,0.8995,1.719306088062858,1.05555,7.72961,158.793,0.87102,1.46005,0.94946,1.8147,0.63169,4.6263,95.027,0.5212921790534377,0.5984798611526722,0.87377,0.56819,1.08602,4135.36,4035.01,6798.93,1984.13,83.446
1698350520,0.63169,0.63181,0.63167,0.6318,269,159.85,269,7.32448,150.411,0.8251642076773278,1.38317,0.89941,1.7190991920233798,1.05567,7.73057,158.783,0.87107,1.46014,0.94949,1.81478,0.6318,4.62704,95.033,0.5213764337851929,0.5985120989220798,0.87385,0.56821,1.08612,4140.87,4035.01,6798.93,1983.94,83.445
1698350580,0.6318,0.63184,0.63179,0.63183,129,160.05,129,7.32443,150.389,0.8250212442970407,1.3831,0.89925,1.7188923457723841,1.0558,7.73149,158.783,0.87102,1.46023,0.94945,1.81473,0.63183,4.62729,95.023,0.5213030491015342,0.5984655343698756,0.87386,0.56813,1.08603,4141.61,4035.01,6798.93,1984.11,83.446
1698350640,0.63183,0.63184,0.63178,0.63179,116,160.8,-116,7.32445,150.39,0.8249804067153405,1.38292,0.89925,1.7186560109993985,1.05572,7.73083,158.769,0.87089,1.45992,0.94936,1.81439,0.63179,4.62703,95.014,0.5212378356120114,0.5984834429555507,0.8737,0.56811,1.08581,4142.24,4035.01,6798.93,1984.42,83.464
1698350700,0.63179,0.6319,0.63179,0.6319,275,166.7,275,7.32425,150.388,0.8249055483147181,1.3829,0.89917,1.7184788025639703,1.05582,7.73137,158.784,0.87092,1.46002,0.94936,1.81441,0.6319,4.62763,95.031,0.521289461612244,0.5985335926978902,0.87383,0.56818,1.0859,4143.62,4035.01,6798.93,1984.72,83.471
1698350760,0.6319,0.63191,0.63189,0.63189,39,162.9,-39,7.32423,150.377,0.8248919391559706,1.38292,0.89913,1.7184788025639703,1.05581,7.73123,158.771,0.8709,1.46001,0.94931,1.81441,0.63189,4.62761,95.025,0.5212378356120114,0.5985013526130569,0.87379,0.56813,1.08591,4140.38,4035.01,6798.93,1984.77,83.51
1698350820,0.63189,0.63192,0.63188,0.63191,67,162.85,67,7.32423,150.379,0.824857918223586,1.38282,0.89909,1.718449271377509,1.0558,7.7313,158.771,0.87084,1.45992,0.94925,1.81433,0.63191,4.62776,95.025,0.5212296850730243,0.5985264279344255,0.87376,0.56811,1.08589,4141.11,4035.01,6798.93,1985.27,83.526
1698350880,0.63191,0.63195,0.63191,0.63194,64,159,64,7.32422,150.382,0.824857918223586,1.38277,0.89908,1.7182425814876543,1.05581,7.73126,158.778,0.87085,1.45987,0.94925,1.81415,0.63194,4.62798,95.036,0.521254137454716,0.5985479227394341,0.87377,0.56815,1.08583,4143.11,4035.01,6798.93,1985.25,83.536
1698350940,0.63194,0.63198,0.63194,0.63198,94,154.4,94,7.32422,150.379,0.824857918223586,1.38267,0.89907,1.718213058419244,1.0558,7.73136,158.774,0.87085,1.45978,0.94923,1.81415,0.63198,4.62806,95.037,0.521294896522963,0.5985801678418791,0.87376,0.56813,1.08587,4144.74,4035.01,6798.93,1985.34,83.595
1698351000,0.63198,0.63199,0.63193,0.63193,85,151.85,-85,7.32421,150.387,0.8248511143738555,1.38269,0.89905,1.7182721055706383,1.05575,7.73073,158.769,0.87079,1.45968,0.94917,1.81398,0.63193,4.62791,95.032,0.521254137454716,0.5985909169814257,0.87371,0.56811,1.08583,4146.36,4035.01,6798.93,1985.24,83.614
1698351060,0.63193,0.63194,0.63193,0.63194,36,147.6,36,7.32427,150.387,0.8248375070111189,1.3827,0.89908,1.7182425814876543,1.05572,7.73061,158.764,0.87075,1.45966,0.94916,1.81398,0.63194,4.62805,95.034,0.5212731575600246,0.5986088330719408,0.87375,0.56815,1.08583,4147.63,4035.01,6798.93,1984.98,83.546
1698351120,0.63194,0.63203,0.63194,0.63196,56,145.8,56,7.32422,150.39,0.8248443106363673,1.38277,0.89901,1.7181244953009296,1.05572,7.73062,158.774,0.87075,1.45975,0.94911,1.81384,0.63196,4.62822,95.041,0.521294896522963,0.598626750234961,0.87384,0.56815,1.08578,4146.37,4035.01,6798.93,1984.77,83.546
1698351180,0.63196,0.632,0.63196,0.63199,29,142.1,29,7.32427,150.395,0.8248511143738555,1.38269,0.89904,1.7181835363653544,1.05571,7.73045,158.777,0.87075,1.45964,0.94915,1.8139,0.63199,4.62826,95.044,0.5213247905577654,0.5986482522464276,0.87383,0.56817,1.08586,4147.88,4035.01,6798.93,1985.03,83.531
1698351240,0.63199,0.63199,0.63197,0.63198,5,136.4,-5,7.32346,150.393,0.8248375070111189,1.38272,0.89901,1.718213058419244,1.05572,7.7298,158.776,0.87074,1.45968,0.94912,1.81392,0.63198,4.62782,95.044,0.5213084842955819,0.5986375010476156,0.87384,0.56814,1.08587,4146.62,4035.01,6798.93,1985.02,83.52
1698351300,0.63198,0.63198,0.63191,0.63193,42,129.05,-42,7.3235,150.395,0.8247762794342035,1.38274,0.89889,1.718213058419244,1.05575,7.73006,158.78,0.87073,1.45977,0.94902,1.81399,0.63193,4.62755,95.039,0.5212215347889314,0.5985873338920148,0.87379,0.56804,1.0858,4145.87,4035.01,6798.93,1985.13,83.514
1698351360,0.63193,0.63195,0.63193,0.63194,15,124.4,15,7.32345,150.385,0.8247762794342035,1.38272,0.89884,1.7181244953009296,1.0558,7.7304,158.777,0.87078,1.45982,0.94899,1.814,0.63194,4.62754,95.035,0.5212351187373601,0.5985622534671718,0.87378,0.568,1.08577,4145.37,4035.01,6798.93,1985.18,83.555
1698351420,0.63194,0.63197,0.63194,0.63194,59,120.55,0,7.32335,150.38,0.8247422680412372,1.38288,0.89875,1.7181244953009296,1.05584,7.73052,158.778,0.87078,1.46002,0.94892,1.81405,0.63194,4.62753,95.031,0.5212133847597207,0.5985515053570359,0.87388,0.56796,1.08576,4143.63,4035.01,6798.93,1985.11,83.556
1698351480,0.63194,0.632,0.63192,0.632,46,117.2,46,7.32333,150.382,0.8247422680412372,1.38285,0.89869,1.7181244953009296,1.05586,7.73068,158.782,0.87078,1.46003,0.9489,1.81406,0.632,4.62792,95.042,0.5212432694462833,0.5985801678418791,0.87392,0.56796,1.08583,4144.61,4035.01,6798.93,1985.03,83.606
1698351540,0.632,0.63205,0.63198,0.63203,42,112.05,42,7.32335,150.382,0.8247490700954234,1.3828,0.89869,1.7180654582939612,1.05587,7.7308,158.785,0.8708,1.46,0.94891,1.81404,0.63203,4.62814,95.047,0.5212813094586494,0.5986088330719408,0.87395,0.56799,1.08586,4144.25,4035.01,6798.93,1985.07,83.599
1698351600,0.63203,0.63205,0.632,0.63201,14,102.75,-14,7.32311,150.387,0.8247354660992486,1.38283,0.89877,1.7180359413118922,1.05592,7.73086,158.798,0.8708,1.46007,0.94903,1.81411,0.63201,4.62773,95.046,0.521254137454716,0.5985622534671718,0.87392,0.568,1.08582,4144.88,4035.01,6798.93,1985.04,83.601
1698351660,0.63201,0.63215,0.632,0.63215,49,76.55,49,7.3231,150.4,0.8247354660992486,1.38276,0.89876,1.7178883716136124,1.05596,7.73122,158.817,0.87084,1.46007,0.94905,1.81391,0.63215,4.62869,95.075,0.5213628424702171,0.5986482522464276,0.87406,0.56811,1.08584,4144.36,4035.01,6798.93,1984.72,83.601
1698351720,0.63215,0.63222,0.6321,0.63222,62,66.2,62,7.32307,150.393,0.8246606521416437,1.38264,0.89877,1.7177113214353197,1.05599,7.73138,158.814,0.8708,1.45999,0.94906,1.81381,0.63222,4.62912,95.08,0.5213873073473899,0.5987163521410097,0.87409,0.56818,1.08591,4143.37,4035.01,6798.93,1984.78,83.586
1698351780,0.63222,0.63225,0.63217,0.63225,37,61.6,37,7.32308,150.371,0.8246130503261344,1.38265,0.89872,1.7176523128188392,1.0561,7.73216,158.808,0.87082,1.46014,0.94914,1.81399,0.63225,4.62955,95.071,0.5213791521332228,0.5986733398788285,0.87415,0.5682,1.08596,4144.37,4035.01,6798.93,1985.14,83.596
1698351840,0.63225,0.63245,0.63225,0.63245,63,58.95,63,7.32303,150.355,0.8245314599978563,1.38255,0.89869,1.7175048090134653,1.05621,7.73285,158.806,0.87084,1.46025,0.94918,1.81396,0.63245,4.63091,95.092,0.5214824703667587,0.5988167381254641,0.87436,0.56835,1.08618,4144.37,4035.01,6798.93,1985.42,83.591
1698351900,0.63245,0.63256,0.63245,0.63251,65,48.45,65,7.32303,150.359,0.8245790523937531,1.3826,0.8987,1.7174163188898621,1.05621,7.73288,158.813,0.87088,1.46022,0.94918,1.81391,0.63251,4.6313,95.101,0.5215613460455218,0.598863357347754,0.87444,0.56842,1.08626,4145.11,4035.01,6798.93,1985.25,83.58
1698351960,0.63251,0.63251,0.63247,0.63251,61,49.55,0,7.32312,150.373,0.8245926512302922,1.38257,0.89875,1.7174753112924004,1.0562,7.73279,158.821,0.87089,1.4602,0.94928,1.81397,0.63251,4.63127,95.114,0.5215776681305613,0.5988705301800804,0.87445,0.56844,1.0863,4145.62,4035.01,6798.93,1985.42,83.576
1698352020,0.63251,0.63251,0.63249,0.63251,32,47.8,0,7.3232,150.373,0.8245994508167658,1.38268,0.89877,1.7175048090134653,1.05608,7.7319,158.807,0.87079,1.46015,0.94915,1.81379,0.63251,4.63135,95.113,0.5215749477121114,0.5989458552946814,0.8745,0.56846,1.08632,4145.37,4035.01,6798.93,1985.26,83.589
1698352080,0.63251,0.63251,0.6325,0.6325,60,47.6,-60,7.3233,150.384,0.824538258575198,1.38268,0.89896,1.7175343077477971,1.05607,7.7319,158.817,0.87072,1.4601,0.94937,1.81379,0.6325,4.63136,95.117,0.5215314248760059,0.5989530301033793,0.87449,0.56856,1.08632,4145.38,4035.01,6798.93,1985.26,83.581
1698352140,0.6325,0.63254,0.63249,0.63251,65,46.15,65,7.32321,150.393,0.8244906708880589,1.3828,0.89902,1.7175048090134653,1.05615,7.7324,158.841,0.87075,1.46038,0.9495,1.81388,0.63251,4.63138,95.126,0.5215096661816626,0.5989028100519848,0.8746,0.56861,1.08632,4145.87,4035.01,6798.93,1985.37,83.586
1698352200,0.63251,0.63252,0.63245,0.63246,36,43.7,-36,7.32335,150.396,0.8246130503261344,1.38277,0.89912,1.7175343077477971,1.05601,7.73154,158.819,0.87076,1.4603,0.94948,1.81368,0.63246,4.63085,95.119,0.5215395848544905,0.5989243318999078,0.87454,0.56859,1.08622,4145.73,4035.01,6798.93,1985.32,83.604
1698352260,0.63246,0.63246,0.63242,0.63243,31,43.45,-31,7.32331,150.407,0.8246266502840839,1.38278,0.89915,1.7175343077477971,1.05593,7.73099,158.819,0.87073,1.46025,0.94945,1.81356,0.63243,4.63087,95.121,0.5215341448404627,0.5989530301033793,0.87454,0.56862,1.0862,4145.61,4035.01,6798.93,1985.28,83.595
1698352320,0.63243,0.63245,0.63235,0.63236,25,41.9,-25,7.32338,150.407,0.8246130503261344,1.38287,0.8992,1.7177408272639825,1.05592,7.73107,158.818,0.87069,1.46011,0.94948,1.81372,0.63236,4.63042,95.111,0.5214715928349803,0.5988848763602173,0.87452,0.5685899999999999,1.08618,4145.36,4035.01,6798.93,1985.17,83.594
1698352380,0.63236,0.63237,0.63231,0.63231,29,41.9,-29,7.32345,150.407,0.8246266502840839,1.38289,0.89924,1.7177408272639825,1.05591,7.73114,158.818,0.87068,1.46028,0.9495,1.81366,0.63231,4.63011,95.104,0.5214199307554332,0.598838253787652,0.87446,0.5685899999999999,1.08606,4144.36,4035.01,6798.93,1985.18,83.595
1698352440,0.63231,0.63231,0.63222,0.63222,28,43.05,-28,7.32333,150.406,0.8246198502490352,1.38301,0.89928,1.7177408272639825,1.0559,7.73101,158.811,0.87068,1.46023,0.94951,1.81365,0.63222,4.62944,95.091,0.5213546880213547,0.5987701261608656,0.87433,0.56851,1.08593,4142.63,4035.01,6798.93,1985.12,83.595
1698352500,0.63222,0.63222,0.63218,0.6322,29,42.4,-29,7.32343,150.406,0.8246130503261344,1.38302,0.89932,1.7178588607160037,1.05587,7.73072,158.806,0.87065,1.46024,0.94952,1.81373,0.6322,4.62919,95.087,0.5213329440714018,0.5987665409256931,0.8743000000000001,0.56851,1.08595,4142.37,4035.01,6798.93,1984.98,83.606
1698352560,0.6322,0.63223,0.63218,0.63223,29,43.1,29,7.32336,150.406,0.824606250515379,1.38296,0.89931,1.7178293508322882,1.05592,7.73104,158.816,0.87066,1.46023,0.94961,1.81377,0.63223,4.62943,95.09,0.5213519699284184,0.5987593705841496,0.87429,0.56853,1.08597,4143.62,4035.01,6798.93,1985.04,83.605
1698352620,0.63223,0.63223,0.63219,0.6322,37,42,-37,7.32344,150.406,0.824606250515379,1.38298,0.89933,1.7177998419624145,1.05592,7.73114,158.818,0.87068,1.46026,0.94963,1.81383,0.6322,4.62933,95.084,0.5213383798888507,0.5987342757410833,0.8743000000000001,0.56855,1.08599,4142.48,4035.01,6798.93,1984.97,83.604
1698352680,0.6322,0.6322,0.63219,0.63219,17,40.55,-17,7.32342,150.408,0.824606250515379,1.3829,0.89919,1.7178293508322882,1.05592,7.7312,158.818,0.87068,1.4602,0.94948,1.81389,0.63219,4.6293,95.085,0.5213383798888507,0.5987306909352174,0.8742700000000001,0.56844,1.08601,4142.12,4035.01,6798.93,1985.07,83.605
1698352740,0.63219,0.6322,0.63219,0.63219,15,39.2,0,7.32345,150.416,0.8246130503261344,1.38306,0.89926,1.7179473964507206,1.05588,7.7309,158.821,0.87065,1.46029,0.94951,1.81392,0.63219,4.62933,95.089,0.5213356619659568,0.5987486153938268,0.8743200000000001,0.56848,1.0860699999999999,4141.49,4035.01,6798.93,1984.98,83.595
1698352800,0.63219,0.6322,0.63208,0.63209,73,42.15,-73,7.32354,150.417,0.8246810546021326,1.38317,0.89939,1.7180949762902893,1.05578,7.73023,158.806,0.87066,1.46026,0.94955,1.81392,0.63209,4.62862,95.074,0.5212840268148503,0.5987199367751748,0.87426,0.5684899999999999,1.08599,4140.36,4035.01,6798.93,1985.02,83.604
1698352860,0.63209,0.63214,0.63208,0.63211,78,43.6,78,7.32367,150.406,0.8246674528496384,1.38318,0.89956,1.7180064253440308,1.05586,7.73082,158.809,0.87069,1.4604,0.94981,1.81392,0.63211,4.62886,95.071,0.5213112019351072,0.5986984296140191,0.8743200000000001,0.56861,1.0859699999999999,4139.12,4035.01,6798.93,1984.98,83.59
1698352920,0.63211,0.63212,0.63208,0.63209,79,44.45,-79,7.32367,150.41199999999998,0.8246674528496384,1.38316,0.89958,1.7180949762902893,1.05588,7.73107,158.814,0.87071,1.46038,0.94985,1.81406,0.63209,4.62872,95.073,0.5212921790534377,0.5986625877789019,0.87426,0.56862,1.08599,4137.86,4035.01,6798.93,1984.99,83.599
1698352980,0.63209,0.63209,0.63207,0.63207,23,43.75,-23,7.3238,150.42499999999998,0.8247014580721778,1.38314,0.89966,1.718213058419244,1.05587,7.73104,158.82999999999998,0.87075,1.46037,0.94992,1.81412,0.63207,4.62869,95.077,0.521289461612244,0.5986590038314177,0.8742500000000001,0.5686399999999999,1.08601,4138.87,4035.01,6798.93,1984.69,83.554
1698353040,0.63207,0.6321,0.63207,0.63208,37,42.45,37,7.32369,150.416,0.8246674528496384,1.38311,0.89967,1.7182425814876543,1.05587,7.73088,158.82,0.87073,1.46031,0.94994,1.81409,0.63208,4.62868,95.075,0.5212976140208206,0.5986554199268443,0.8742300000000001,0.56865,1.08603,4139.12,4035.01,6798.93,1984.67,83.584
